,Place,Place Latitude,Place Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Coimbatore,11.0018115,76.9628425,Luxen India,11.012149576570838,76.96463719010353,Industrial Estate
1,Delhi,28.6517178,77.2219388,Singer India Limited,28.644498305734405,77.2258186340332,Industrial Estate
2,Noida,28.5356329,77.3910727,Indostar TMT,28.528356844499523,77.38812446594237,Industrial Estate
3,Peenya,13.0329419,77.5273253,Essentra India Private Limited,13.040051,77.52786,Industrial Estate
4,Peenya,13.0329419,77.5273253,Ingwenya Mineral Tech Pvt Ltd,13.026445102170666,77.51924533832029,Industrial Estate
5,Peenya,13.0329419,77.5273253,Steer,13.02335,77.514674,Industrial Estate
6,Peenya,13.0329419,77.5273253,"Industrial Estate,peenya",13.031025443341257,77.52056121335711,Factory
7,Ahmedabad,23.0216238,72.5797068,Air N Gas Process Technologies,23.021730439927378,72.58039355278015,Industrial Estate
8,Ahmedabad,23.0216238,72.5797068,Toyota Forms India Pvt Ltd.,23.02318393727408,72.58070468902588,Industrial Estate
9,Ahmedabad,23.0216238,72.5797068,Dynamic Engineers,23.021280168224603,72.57632732391357,Industrial Estate
10,Ahmedabad,23.0216238,72.5797068,Enggpro Business Solutions Pvt Ltd,23.02393437807811,72.58726000785828,Industrial Estate
11,Ahmedabad,23.0216238,72.5797068,Bharti Textile Industry,23.026778115850306,72.58607983589172,Industrial Estate
12,Vadodara,22.2973142,73.1942567,Mudrika Ceramics (I) Ltd.,22.296998244912988,73.19581031799316,Industrial Estate
13,Vadodara,22.2973142,73.1942567,ispace hub,22.296630958873685,73.19134175777435,Industrial Estate
14,Ludhiana,30.9090157,75.851601,ROYAL ENGG WORKS REGD,30.891467095747277,75.85392504930496,Industrial Estate
15,Ludhiana,30.9090157,75.851601,Shingora Technologies LLP,30.903526,75.831841,Industrial Estate
16,Mumbai,19.0759899,72.8773928,Swastik Industrial Estate,19.072492,72.866221,Industrial Estate
17,Mumbai,19.0759899,72.8773928,Steel tubes India,19.059724703316043,72.86994338035583,Industrial Estate
18,Bangalore,12.9791198,77.5912997,GP NET,12.990131268807495,77.5943648815155,Industrial Estate
19,Gurugram,28.4646148,77.0299194,SSDN Technologies,28.46978785957761,77.04130460434745,Industrial Estate
20,Pune,18.521428,73.8544541,BNH Gas Tanks,18.519411456803557,73.8570499420166,Industrial Estate
21,Pune,18.521428,73.8544541,Ferrocare Machines Pvt. Ltd.,18.51037736775892,73.86011838912964,Industrial Estate
22,Aurangabad,19.877263,75.3390241,Vijay s,19.878609,75.347373,Industrial Estate
23,Morbi,22.8176662,70.8345928,Scientific Clock,22.801302,70.835116,Industrial Estate
24,Ambattur,13.1128863,80.15986241084877,Drill Jig Bushing,13.108126508598144,80.16552598979321,Industrial Estate
25,Amritsar,31.6343083,74.8736788,Leotronic Scales,31.63235532339561,74.88208830356598,Industrial Estate
26,Ankleshwar,21.6293206,72.9945103,Tatva Chintan Pharma Chem Pvt. Ltd,21.61881355735023,73.00584554672241,Industrial Estate
27,Udhana,21.1650911,72.8397743,Arihant Offset,21.165939,72.84152,Industrial Estate
28,Worli,19.0116962,72.8180702,Unique Industrial Estate,19.017876,72.828415,Industrial Estate
29,Worli,19.0116962,72.8180702,A to Z Industrial Estate,18.999097356138392,72.8238452347003,Industrial Estate
30,Worli,19.0116962,72.8180702,Birla Sun Life Asset Management Co.,19.00654466260807,72.83278771284999,Industrial Estate
0,Coimbatore,11.0018115,76.9628425,Posh,11.005328555952353,76.95131351111962,Gym / Fitness Center
1,Coimbatore,11.0018115,76.9628425,Golds Gym,11.005079017749127,76.95112283409493,Gym
2,Coimbatore,11.0018115,76.9628425,F45 Training Coimbatore Racecourse,11.0042932,76.9792351,Gym
3,Rudrapur,28.974744,79.3963951,fitness world,28.979805989040642,79.37976462847725,Gym
4,Navi Mumbai,19.0308262,73.0198537,Chavana Spa,19.032892003979086,73.02958859183045,Gym / Fitness Center
5,Navi Mumbai,19.0308262,73.0198537,Nerul Gymkhana,19.02708933535468,73.01566529506499,Gym
6,Navi Mumbai,19.0308262,73.0198537,Passion Gym,19.026290751623964,73.01534242616879,Gym
7,Navi Mumbai,19.0308262,73.0198537,Edge Fitness,19.023366586856127,73.0211078750794,Gym
8,Navi Mumbai,19.0308262,73.0198537,Talwalkars,19.02319145376143,73.02137308230812,Gym
9,Navi Mumbai,19.0308262,73.0198537,SIESCOMS Gym,19.042350019129998,73.02283748201985,Gym
10,Vijayawada,16.5087586,80.6185102,Agri gold,16.504301079869357,80.63550171556682,Gym / Fitness Center
11,Vijayawada,16.5087586,80.6185102,sprit fitness center,16.509729786994235,80.63630381851726,Gym / Fitness Center
12,Vijayawada,16.5087586,80.6185102,Orange gym,16.521228,80.614368,Gym
13,Vijayawada,16.5087586,80.6185102,Bhaskar Cycles,16.513565,80.62623,Cycle Studio
14,Panipat,29.3912753,76.9771675,Legend Fitness,29.392705550412405,76.9727812118454,Gym
15,Panipat,29.3912753,76.9771675,Diet Clinic Panipat Huda Sector 12,29.381607,76.985498,Nutritionist
16,Jamshedpur,22.8015194,86.2029579,hymna multi gym,22.80167007446289,86.21493530273438,Gym / Fitness Center
17,Tiruppur,11.1017815,77.345192,Energie Fitness Studio,11.107376703586239,77.34497978894458,Gym
18,Tiruppur,11.1017815,77.345192,Ten X Fit Club,11.10056,77.33314,Gym / Fitness Center
19,Tiruppur,11.1017815,77.345192,pink fitness one,11.09668254852295,77.3586196899414,Gym
20,Rajahmundry,17.0050454,81.7804732,Talwalkars Better Value Fitness Ltd.,17.005591558897407,81.78811471629885,Gym
21,Rajahmundry,17.0050454,81.7804732,BILT Fitness,17.010098,81.794662,Gym
22,Rajahmundry,17.0050454,81.7804732,YCT Yoga Center,17.007113,81.78785,Yoga Studio
23,Rajahmundry,17.0050454,81.7804732,Cosmic Healing Center,17.004816,81.79308,Yoga Studio
24,Rajahmundry,17.0050454,81.7804732,Samhita Yoga & Nature Cure Center,17.003296,81.794174,Yoga Studio
25,Kolkata,22.5414185,88.35769124388872,The Verve - Health Club,22.54082095377967,88.35123538970947,Gym / Fitness Center
26,Kolkata,22.5414185,88.35769124388872,Solace,22.531982439198956,88.36393458206182,Gym / Fitness Center
27,Kolkata,22.5414185,88.35769124388872,Healthiza.com,22.542029873856322,88.34424018859863,Gym / Fitness Center
28,Kolkata,22.5414185,88.35769124388872,Pulse,22.546058,88.350204,Gym
29,Kolkata,22.5414185,88.35769124388872,Gold's Gym,22.541588465621658,88.34792385690119,Gym
30,Kolkata,22.5414185,88.35769124388872,Talwalkars,22.53209065111507,88.36480736732483,Gym / Fitness Center
31,Kolkata,22.5414185,88.35769124388872,Karma Fitness,22.534616924680343,88.3674946786134,Gym
32,Kolkata,22.5414185,88.35769124388872,Karma - The Fitness Studio,22.52458869024942,88.35549473762511,Gym / Fitness Center
33,Kolkata,22.5414185,88.35769124388872,Sweat Out,22.553478240966797,88.35204315185547,Gym
34,Kolkata,22.5414185,88.35769124388872,Aura Gym,22.55473,88.352216,Gym
35,Durgapur,23.5350475,87.3380425,BCREC Karate Club,23.5438071191311,87.3429588228464,Martial Arts School
36,Indore,22.7203616,75.8681996,Fitness World,22.726011276245117,75.88166809082031,Gym / Fitness Center
37,Indore,22.7203616,75.8681996,Talwalkar's Indore,22.729722988917846,75.8752714661483,Gym
38,Indore,22.7203616,75.8681996,Golds Gym,22.707545097024507,75.85648416255381,Gym
39,Indore,22.7203616,75.8681996,Mangosteen Eco Lifestyle,22.727226350562628,75.88409028289222,Gym / Fitness Center
40,Belagavi,15.8572666,74.5069343,Talwalkars,15.868889854052957,74.50772654154554,Gym
41,Palakkad,10.7691989,76.6512469,Stamina,10.767860412597656,76.6495361328125,Gym / Fitness Center
42,Palakkad,10.7691989,76.6512469,Royal Gymnasium,10.77084551781905,76.63470263558777,Gym
43,Palakkad,10.7691989,76.6512469,Shri Ram Chandra Mission,10.752364158630371,76.64905548095703,Yoga Studio
44,Palakkad,10.7691989,76.6512469,Palakkad Fort Ground,10.765924683584725,76.65761362977962,Track
45,Delhi,28.6517178,77.2219388,Zaffran,28.633840946500865,77.22147242444018,Yoga Studio
46,Noida,28.5356329,77.3910727,The Great GYM,28.528598486481812,77.39007603491947,Gym / Fitness Center
47,Noida,28.5356329,77.3910727,Espace At Radisson Blu Noida,28.527067823352926,77.39104583483866,Gym / Fitness Center
48,Noida,28.5356329,77.3910727,Emerald club,28.51881973925437,77.38396554796721,Gym / Fitness Center
49,Noida,28.5356329,77.3910727,Addiction gym,28.519691127788533,77.38273780572102,Gym
50,Kannur,11.8762254,75.3738043,Powers inn,11.878375186028173,75.37672519683838,Gym / Fitness Center
51,Kannur,11.8762254,75.3738043,Fitness World,11.872015266185212,75.38404173606017,Gym / Fitness Center
52,Salem,11.6612012,78.1602498,Maverick,11.672895342374963,78.15126288152422,Gym
53,Kanpur,26.4609135,80.3217588,Universal Gym,26.464782,80.340014,Gym
54,Rajkot,22.3051991,70.8028335,Afc,22.306839,70.787335,Gym / Fitness Center
55,Rajkot,22.3051991,70.8028335,fitness first gym,22.303316965712703,70.81723005066132,Gym
56,Rajkot,22.3051991,70.8028335,K's Place - Ramkrishna Ashram,22.29007,70.79464,Yoga Studio
57,Kochi,9.931308,76.2674136,Fitinn Wellness,9.935786034979008,76.26114244876673,Gym
58,Kochi,9.931308,76.2674136,Universe Gym,9.945345395311888,76.25695526647989,Gym
59,Surat,21.1864607,72.8081281,Stallon Fitness Club,21.17405441428098,72.80024218515149,Gym / Fitness Center
60,Surat,21.1864607,72.8081281,Gold's Gym,21.174516439324453,72.79755182374811,Gym
61,Surat,21.1864607,72.8081281,Amruttam Research Institute for Reiki and Yoga,21.17529801568768,72.80811309814453,Yoga Studio
62,Surat,21.1864607,72.8081281,Rita's Pregnancy 101,21.174487655367223,72.7983283996582,Yoga Studio
63,Visakhapatnam,17.7231276,83.3012842,Waltair Club,17.72057997795848,83.31678359422095,Gym / Fitness Center
64,Visakhapatnam,17.7231276,83.3012842,Anytime Fitness,17.724524228528484,83.31318722359221,Gym / Fitness Center
65,Visakhapatnam,17.7231276,83.3012842,Apollo Life Studio,17.720008210203087,83.31547477359389,Gym / Fitness Center
66,Visakhapatnam,17.7231276,83.3012842,Talwalkars,17.72006617384022,83.31942325914096,Gym / Fitness Center
67,Visakhapatnam,17.7231276,83.3012842,talwalkar,17.724035625690192,83.31825616357479,Gym
68,Visakhapatnam,17.7231276,83.3012842,Olympia Health Club (Dolphin Hotel),17.71346763281092,83.29758358489627,Gym Pool
69,Ahmedabad,23.0216238,72.5797068,Gym4U,23.020403,72.584602,Gym
70,Ahmedabad,23.0216238,72.5797068,Fitness Centre,23.022327,72.567739,Gym / Fitness Center
71,Ahmedabad,23.0216238,72.5797068,Sfw The Gym,23.01235,72.56829,Gym / Fitness Center
72,Ahmedabad,23.0216238,72.5797068,Talwarkar's  gym,23.030171229286644,72.56273561234998,Gym / Fitness Center
73,Ahmedabad,23.0216238,72.5797068,Fitness Centre,23.028621702263198,72.56605108545622,Gym
74,Ahmedabad,23.0216238,72.5797068,Rita's Pregnancy 101,23.02579,72.58726000000001,Yoga Studio
75,Ahmedabad,23.0216238,72.5797068,Yoga Sadhan Ashram,23.01841759887769,72.5649940663916,Yoga Studio
76,Gandhinagar,23.2232877,72.6492267,Talwalkars,23.21926190772669,72.6511287689209,Gym
77,Jamnagar,22.4732415,70.0552102,Bodyline,22.479315355935878,70.05481777329982,Gym
78,Jamnagar,22.4732415,70.0552102,Rainbow Fitness Centre,22.478941,70.057575,Gym
79,Jamnagar,22.4732415,70.0552102,Talwalkars gym,22.48056959379565,70.05621918493507,Gym
80,Vadodara,22.2973142,73.1942567,"ACS, Su-j Health (Acupressure Product Supplier)",22.30666645446229,73.18155169487,Gym
81,Ludhiana,30.9090157,75.851601,Xtreme Bodies Gym,30.91529403419832,75.8335272800669,Gym / Fitness Center
82,Ludhiana,30.9090157,75.851601,Pumping Iron,30.914692152232632,75.86606722978567,Gym
83,Ludhiana,30.9090157,75.851601,Friends Health Club,30.909592080630844,75.86869001487506,Gym
84,Ludhiana,30.9090157,75.851601,True Fitness,30.904711,75.831671,Gym
85,Ludhiana,30.9090157,75.851601,Xtreme Bodies,30.915347395107823,75.83348905582743,Other Great Outdoors
86,Ludhiana,30.9090157,75.851601,Diet Clinic Ludhiana,30.90450772223893,75.85561752319336,Nutritionist
87,Ludhiana,30.9090157,75.851601,Leader Bicycles,30.90967744971128,75.84182024002075,Cycle Studio
88,Pimpri-Chinchwad,18.6279288,73.8009829,Optimum Health Club,18.634550700242603,73.79824541838458,Gym / Fitness Center
89,Pimpri-Chinchwad,18.6279288,73.8009829,Beyond Fitness,18.633731105269526,73.79904398302361,Gym
90,Pimpri-Chinchwad,18.6279288,73.8009829,Club Solaris,18.63155887317336,73.80144922274934,Gym / Fitness Center
91,Pimpri-Chinchwad,18.6279288,73.8009829,arohead fitness club,18.623529577592986,73.80841715480302,Gym / Fitness Center
92,Pimpri-Chinchwad,18.6279288,73.8009829,SN'S Xtrim fitness,18.61650282347516,73.80066454410553,Gym / Fitness Center
93,Pimpri-Chinchwad,18.6279288,73.8009829,SN's xtrim Fitness,18.633400651280766,73.8066996080942,Gym
94,Pimpri-Chinchwad,18.6279288,73.8009829,Herbalife,18.632210832594204,73.78556907176971,Gym / Fitness Center
95,Mumbai,19.0759899,72.8773928,Vigour gym,19.07598139540013,72.87765630884722,Gym
96,Mumbai,19.0759899,72.8773928,Kohinoor Gym & Badmintom,19.080237220519443,72.88568255561887,Gym / Fitness Center
97,Mumbai,19.0759899,72.8773928,So FIT,19.067738158034153,72.8694816930133,Gym / Fitness Center
98,Mumbai,19.0759899,72.8773928,Workout Gym,19.06941525300555,72.88023497639301,Gym
99,Mumbai,19.0759899,72.8773928,Workout World,19.075309055126166,72.86577373416625,Gym
100,Mumbai,19.0759899,72.8773928,Planet Health Gym,19.072979955806296,72.86350601346788,Gym
101,Mumbai,19.0759899,72.8773928,Gym,19.060713303260663,72.872573887914,Yoga Studio
102,Bangalore,12.9791198,77.5912997,ZELA,12.966769227044788,77.59961843320848,Gym / Fitness Center
103,Bangalore,12.9791198,77.5912997,Fitness First,12.971153055867344,77.60700961067565,Gym
104,Bangalore,12.9791198,77.5912997,Gold's Gym,12.966438118385152,77.60366005755068,Gym
105,Bangalore,12.9791198,77.5912997,JW Fitness,12.97247858540986,77.5946072086358,Gym / Fitness Center
106,Bangalore,12.9791198,77.5912997,Energy Fitness Centre,12.989588990140213,77.59713136944211,Gym / Fitness Center
107,Bangalore,12.9791198,77.5912997,ITC Fitness Centre,12.966864358107452,77.59579270844688,Gym / Fitness Center
108,Bangalore,12.9791198,77.5912997,Taj West End Gym & Spa,12.98622493970773,77.58509877685245,Gym
109,Bangalore,12.9791198,77.5912997,Health Club,12.974293473288597,77.60090748240125,Gym
110,Bangalore,12.9791198,77.5912997,ITC Windsor gym,12.99410096232821,77.58555207236085,Gym / Fitness Center
111,Bangalore,12.9791198,77.5912997,Fitness @ ITC Royal Gardenia,12.966992484638226,77.59597177141832,Gym
112,Bangalore,12.9791198,77.5912997,The Ritz-Carlton Fitness Center,12.967767,77.601775,Gym
113,Bangalore,12.9791198,77.5912997,Catholic Club Gym,12.969434022419433,77.60598593229491,Gym
114,Thrissur,10.5256264,76.2132542,Lifestyle Gym,10.534173011779785,76.21588897705078,Gym / Fitness Center
115,Thrissur,10.5256264,76.2132542,Life Line,10.515192985534668,76.21482849121094,Gym / Fitness Center
116,Thrissur,10.5256264,76.2132542,Evershine Gym,10.517635921426884,76.20194491829504,Gym
117,Margao,15.272923,73.9583159,ACHIEVER,15.274517,73.95501,Gym / Fitness Center
118,Margao,15.272923,73.9583159,fitness point,15.273201465352413,73.95460067523256,Gym / Fitness Center
119,Margao,15.272923,73.9583159,Workout Z,15.271999399780201,73.95713773510882,Gym / Fitness Center
120,Margao,15.272923,73.9583159,Maxsan Fitness Hub,15.278011621224833,73.95780356430502,Gym / Fitness Center
121,Margao,15.272923,73.9583159,norberts fitness studio,15.282902220447133,73.9671019733071,Gym / Fitness Center
122,Margao,15.272923,73.9583159,Unique Fitness Center UFC,15.276024134701158,73.97480438966494,Gym / Fitness Center
123,Margao,15.272923,73.9583159,Ultimate Fitness Centre,15.276361465454102,73.97500610351562,Gym
124,Darjeeling,27.0377554,88.263176,Tenzing's Gym,27.04048728942871,88.2652587890625,Gym
125,Nashik,20.0112475,73.7902364,the gym,20.01089096069336,73.79283905029297,Gym / Fitness Center
126,Nashik,20.0112475,73.7902364,Walzade Gym,20.010631,73.806293,Gym / Fitness Center
127,Chennai,13.0836939,80.270186,femina gym,13.088563887442218,80.25858086139358,Gym
128,Chennai,13.0836939,80.270186,Bhagwan Mahavir Yoga Centre (free),13.086220685872615,80.25821609645928,Yoga Studio
129,Faridabad,28.4029786,77.3103837,CLA Fitness,28.409161,77.320071,Gym / Fitness Center
130,Faridabad,28.4029786,77.3103837,Golds Gym,28.41037313647061,77.32019431005476,Gym / Fitness Center
131,Faridabad,28.4029786,77.3103837,"Anytime Fitness, Faridabad",28.409513335881368,77.32037144637526,Gym
132,Faridabad,28.4029786,77.3103837,Sports Fit,28.38687618896891,77.31385936555952,Gym
133,Faridabad,28.4029786,77.3103837,Diet Clinic Faridabad Sector 15,28.395298,77.324488,Nutritionist
134,Gurugram,28.4646148,77.0299194,Gold's Gym,28.468734420188575,77.04429453613776,Gym
135,Gurugram,28.4646148,77.0299194,Anytime Fitness,28.45778831204579,77.04500855672293,Gym / Fitness Center
136,Gurugram,28.4646148,77.0299194,Altitude gym,28.469993793823217,77.04125849614202,Gym
137,Gurugram,28.4646148,77.0299194,Hype The Gym,28.471657529504885,77.04805574659177,Gym / Fitness Center
138,Gurugram,28.4646148,77.0299194,Cult Sector 14,28.476156,77.045074,Gym / Fitness Center
139,Gurugram,28.4646148,77.0299194,Google Gym,28.460546493530273,77.04843139648438,Gym
140,Gurugram,28.4646148,77.0299194,Mahaprabhu Yog Divya Mandir,28.464163780261714,77.04743731944313,Yoga Studio
141,Calicut,11.2586082,75.7788735,Talwalkars Gym,11.256629561334375,75.7759868353437,Gym
142,Calicut,11.2586082,75.7788735,Taj Mini Gym,11.258442302720342,75.7741929356079,Gym
143,Calicut,11.2586082,75.7788735,Fitness World,11.251877498291005,75.78944742679596,Gym / Fitness Center
144,Calicut,11.2586082,75.7788735,fitness zone,11.246949853757783,75.78410451850989,Gym
145,Calicut,11.2586082,75.7788735,Young Stars Gym,11.274812911919046,75.77851301682817,Gym
146,Calicut,11.2586082,75.7788735,Satyananda Yoga Research Centre,11.252914042754002,75.78682355562954,Yoga Studio
147,Pune,18.521428,73.8544541,Deccan Gymkhana Club,18.515179330336036,73.84052753448486,Gym / Fitness Center
148,Pune,18.521428,73.8544541,PYC Club,18.517335849732056,73.83942687001877,Gym
